Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption,Month,PowerConsumptionXGB,PowerConsumptionCat
13.5,83.4,0.079,0.015,0.152,35619.77186,12,34761.09,35650.53742093949
13.45,83.5,0.079,0.04,0.163,35248.6692,12,34458.438,35293.263473237384
13.39,83.2,0.082,0.029,0.156,34987.07224,12,34212.82,35013.43932400633
13.51,83.5,0.081,0.059,0.148,34597.71863,12,33875.133,34603.30547268582
13.57,83.2,0.081,0.037,0.122,34220.53232,12,33733.758,34274.47973038551
13.36,83.0,0.083,0.044,0.182,33520.91255,12,32815.367,33566.90222567356
13.13,83.1,0.081,0.044,0.208,32991.63498,12,32041.646,32964.15561601921
12.92,83.5,0.081,0.022,0.174,32109.5057,12,31284.408,32091.30711686469
12.63,83.1,0.08,0.037,0.133,31166.53992,12,30667.662,31113.603006782476
12.31,83.6,0.081,0.07,0.089,30485.1711,12,30474.299,30477.650918843727
12.21,83.9,0.08,0.051,0.137,29730.79848,12,29372.582,29706.654379884072
12.15,83.9,0.084,0.048,0.145,28909.5057,12,28294.918,28851.100954795686
12.11,84.0,0.084,0.04,0.174,28258.55513,12,27753.186,28267.740703932544
12.05,84.0,0.085,0.029,0.185,27583.26996,12,27262.502,27591.23696708551
11.81,83.8,0.081,0.037,0.119,27047.90875,12,26837.592,27006.099302883835
11.54,84.1,0.083,0.07,0.093,26396.95817,12,26681.377,26277.446012435707
11.38,84.0,0.082,0.037,0.122,25739.92395,12,25484.17,25752.821901380055
11.19,84.6,0.084,0.026,0.182,25009.88593,12,24881.479,24991.367911296467
11.26,84.8,0.082,0.015,0.111,24474.52471,12,25111.18,24443.397250701557
11.11,85.6,0.082,0.033,0.152,24042.58555,12,23551.48,23943.543822766653
11.01,85.6,0.079,0.033,0.1,23695.81749,12,23720.127,23695.367815395795
11.0,85.7,0.08,0.026,0.197,23312.54753,12,22746.1,23276.99969850652
10.98,86.0,0.079,0.04,0.174,22947.52852,12,22779.068,22834.153343678634
10.96,85.9,0.082,0.044,0.137,22722.43346,12,22876.648,22615.442142536387
10.96,85.6,0.079,0.029,0.096,22442.58555,12,22658.318,22410.27230646756
10.87,85.0,0.082,0.04,0.145,22272.24335,12,22520.812,22253.929234248237
10.85,85.2,0.078,0.037,0.159,21986.31179,12,22044.855,21970.61275616664
10.78,84.9,0.084,0.026,0.204,21603.04183,12,22102.668,21605.65410294448
10.52,85.8,0.078,0.018,0.163,21463.11787,12,21456.047,21451.25873419777
10.36,86.3,0.083,0.026,0.174,21286.69202,12,21345.488,21259.410788627392
10.29,86.9,0.083,0.04,0.145,21152.85171,12,21274.975,21187.39128182248
10.34,87.1,0.083,0.022,0.141,21158.93536,12,21252.19,21184.30602138328
10.25,87.2,0.081,0.048,0.108,20970.34221,12,21240.867,21022.797795836705
10.08,87.8,0.083,0.062,0.122,21037.26236,12,20913.096,21033.491465968407
10.08,88.3,0.085,0.051,0.167,21037.26236,12,20732.059,21017.90299586882
10.27,88.7,0.079,0.048,0.185,20964.25856,12,20711.123,21007.10007643335
10.4,88.7,0.084,0.018,0.13,20891.25475,12,21314.016,20856.415326841692
10.32,88.7,0.082,0.048,0.133,20800.0,12,20895.922,20856.32565955969
10.09,88.9,0.081,0.048,0.111,20818.25095,12,20634.102,20874.07496478159
9.77,88.8,0.082,0.026,0.197,20860.8365,12,20570.492,20856.908829090833
9.73,88.9,0.078,0.029,0.096,20860.8365,12,20977.773,20881.251334321612
9.58,89.3,0.082,0.048,0.167,20988.59316,12,20567.393,21027.712458577727
9.45,89.4,0.082,0.029,0.126,21183.26996,12,20894.438,21202.101206277875
9.57,90.3,0.082,0.066,0.159,21286.69202,12,20805.125,21278.1305038395
9.55,90.5,0.083,0.037,0.137,21238.02281,12,20746.246,21199.30610236591
9.58,90.8,0.086,0.04,0.13,21244.10646,12,20763.848,21198.069338986057
9.57,90.8,0.081,0.037,0.111,21256.27376,12,20622.885,21281.129179899362
9.45,90.9,0.082,0.07,0.133,21475.28517,12,20833.37,21470.08553535682
9.37,91.3,0.08,0.044,0.134,21487.45247,12,20874.73,21469.65843726388
9.39,91.3,0.08,0.026,0.163,21937.64259,12,21125.5,21905.195942755985
9.11,91.3,0.081,0.051,0.193,22844.10646,12,21869.984,22749.975259753148
9.08,91.5,0.081,0.051,0.115,22667.68061,12,21980.03,22646.064612723654
9.09,91.7,0.08,0.026,0.145,22783.26996,12,22211.5,22748.626921887357
9.07,91.9,0.082,0.059,0.134,22874.52471,12,22439.14,22766.203938886298
8.99,92.3,0.081,0.037,0.152,23142.20532,12,22315.8,23170.585740824048
8.9,92.5,0.083,0.051,0.148,23130.03802,12,22009.89,23173.79891079349
8.96,92.7,0.082,0.059,0.141,22643.34601,12,21845.68,22583.65780195892
9.0,92.7,0.081,0.04,0.122,22667.68061,12,21926.062,22646.882468687298
8.86,92.9,0.083,0.066,0.108,23008.36502,12,22421.027,22967.47628013863
8.81,93.1,0.083,0.062,0.145,23008.36502,12,22160.902,22965.930465607526
8.74,93.1,0.079,0.051,0.126,23172.62357,12,22238.324,23172.312777409705
8.69,93.3,0.083,0.029,0.137,23087.45247,12,22604.865,23090.815551594496
8.65,93.4,0.081,0.088,0.134,23081.36882,12,22381.05,23089.355103251404
8.47,93.3,0.081,0.366,0.389,23549.80989,12,23059.938,23556.204055067792
8.17,93.4,0.081,2.196,2.196,24292.01521,12,23501.746,24205.262436849895
7.87,93.7,0.08,4.754,4.599,24851.71103,12,24682.496,24867.54067570677
7.8,93.9,0.08,9.62,9.16,25307.98479,12,25054.416,25316.882626511302
8.01,93.9,0.081,15.64,14.92,25721.673,12,25443.06,25788.084877951278
8.12,93.9,0.082,26.37,24.1,26226.61597,12,26057.57,26254.44375056279
8.31,93.9,0.082,53.22,43.83,26932.31939,12,26620.373,26977.282391127126
8.4,93.8,0.083,51.89,49.54,26542.96578,12,26285.16,26585.363435686675
8.49,93.9,0.087,85.9,77.1,27644.10646,12,27755.441,27687.974680041072
8.56,93.9,0.086,99.6,94.8,28179.46768,12,28037.578,28099.640316826255
8.64,94.0,0.081,148.2,88.6,28471.48289,12,28038.146,28446.530033050818
8.8,94.1,0.083,178.6,77.4,28891.25475,12,29422.096,28829.513426852627
8.95,94.1,0.083,183.8,90.1,29292.77567,12,29395.607,29244.79568623774
9.15,94.1,0.081,244.5,105.9,29700.38023,12,29782.299,29633.855253438353
9.3,94.2,0.083,278.1,106.2,30229.65779,12,29744.887,30178.146345251105
9.4,94.2,0.086,283.7,73.8,30558.1749,12,30236.523,30554.194940084704
9.59,94.1,0.087,311.7,63.79,31130.03802,12,31120.486,31108.59810059795
9.68,94.1,0.086,334.2,63.2,31415.96958,12,31483.766,31409.00317954494
9.74,93.9,0.084,353.5,58.52,31622.81369,12,30972.273,31612.446322222277
10.11,94.0,0.087,369.9,57.6,31665.39924,12,31044.62,31614.99059789831
10.3,93.6,0.086,388.4,59.19,31957.41445,12,30949.602,31874.556474370565
10.45,93.4,0.083,402.1,63.75,32225.09506,12,30474.818,32178.956897259748
10.65,93.3,0.083,413.7,64.18,32310.26616,12,30668.637,32284.368360435816
11.03,93.3,0.086,429.4,59.95,32468.44106,12,31064.328,32462.21208909541
11.26,92.9,0.083,441.1,57.43,32529.27757,12,31556.455,32515.041929855128
11.51,92.5,0.084,451.5,56.25,32541.44487,12,30586.252,32507.635254746438
11.94,92.4,0.087,459.7,55.19,32596.19772,12,31166.908,32551.541985954744
12.32,91.9,0.084,465.8,57.43,32815.20913,12,31956.137,32844.112876261766
12.67,91.0,0.087,472.6,60.67,32973.38403,12,32266.562,32929.546637456435
12.96,89.7,0.084,472.4,62.86,33107.22433,12,31967.873,32968.64596521655
13.48,89.4,0.085,474.7,63.53,32541.44487,12,31912.062,32509.404564833625
14.02,88.3,0.084,478.6,66.06,32273.76426,12,31920.258,32282.073206264795
14.49,85.8,0.086,479.0,68.97,32188.59316,12,31542.295,32139.961404027432
14.92,83.9,0.083,456.6,67.71,31853.9924,12,31636.193,31774.47609321566
15.33,81.6,0.081,460.9,68.51,31683.65019,12,31485.018,31705.554026060257
15.91,79.4,0.085,451.9,68.07,31282.12928,12,31385.877,31201.24456801465
16.42,76.7,0.082,451.9,64.66,31811.40684,12,31605.227,31744.640199897785
16.67,73.7,0.08,450.2,58.85,31957.41445,12,31638.428,31865.834331215236
17.17,70.2,0.082,438.8,57.06,31896.57795,12,31720.932,31771.491386082555
17.33,67.66,0.083,428.8,56.53,31659.31559,12,31622.543,31604.505073783836
17.54,66.66,0.082,404.1,57.22,31555.89354,12,31587.982,31540.63393562829
17.7,65.25,0.082,358.2,57.65,31209.12548,12,31105.793,31140.163051192896
17.95,64.42,0.084,346.5,53.94,31044.86692,12,31171.562,31058.684765602276
18.05,63.75,0.083,360.7,49.44,31123.95437,12,31125.568,31105.225664432095
18.27,63.92,0.082,342.6,45.42,30977.94677,12,30927.367,31043.79938682872
18.29,63.79,0.086,322.8,45.3,30911.02662,12,31245.426,30936.386839747545
18.49,63.68,0.083,303.1,47.15,30880.60837,12,31216.23,30821.193724797475
18.95,63.79,0.084,284.7,53.62,31063.11787,12,31332.584,31111.20788215791
18.9,62.98,0.075,258.1,73.0,31196.95817,12,31509.127,31132.76125533202
18.17,66.02,0.075,229.1,107.1,31507.22433,12,31842.703,31481.365663836437
18.01,66.56,0.075,205.8,149.9,31549.80989,12,31728.445,31536.482164305882
17.74,67.62,0.072,179.9,172.9,31488.97338,12,31634.889,31473.41354392532
17.79,68.26,0.076,157.9,176.1,31884.41065,12,31822.957,31772.755446355226
17.73,68.16,0.077,134.3,157.7,32498.85932,12,32185.512,32420.083722444862
17.63,69.03,0.077,111.5,133.1,33283.65019,12,32917.312,33271.2322793351
17.41,69.33,0.073,84.7,101.3,35114.8289,12,35111.246,35124.22893222481
17.2,70.4,0.079,65.91,78.7,38199.23954,12,37455.27,38249.95307394776
16.86,71.6,0.075,48.85,57.7,39963.4981,12,39365.117,39905.13426488568
16.39,73.3,0.081,21.45,22.01,40298.09886,12,39604.656,40161.20997020187
15.87,75.1,0.08,13.85,14.14,40328.51711,12,39562.67,40351.73288629678
15.66,76.1,0.075,7.99,8.11,40310.26616,12,39802.062,40345.76110545181
15.48,77.2,0.082,4.095,4.105,40584.03042,12,39688.223,40438.27976119443
15.32,77.8,0.082,1.274,1.328,41101.14068,12,40160.07,41045.4842832777
15.17,78.4,0.086,0.238,0.174,40942.96578,12,39996.266,40867.47843784521
15.25,78.9,0.091,0.073,0.082,40754.37262,12,40355.367,40713.14849964123
15.45,79.0,0.085,0.051,0.108,40760.45627,12,40140.46,40706.777040260116
15.52,78.6,0.08,0.048,0.134,40748.28897,12,39672.723,40608.107901985495
15.42,78.4,0.083,0.048,0.141,40863.87833,12,39902.8,40718.842798190526
15.3,78.5,0.081,0.048,0.145,40833.46008,12,39893.527,40722.67063737098
15.24,78.4,0.082,0.07,0.115,40480.60837,12,39752.01,40406.04837982379
15.2,78.2,0.082,0.066,0.163,39926.9962,12,38929.82,39916.515680158045
15.05,78.6,0.082,0.048,0.145,39853.9924,12,39199.766,39810.83088828696
15.0,78.7,0.085,0.062,0.119,39744.48669,12,39196.387,39658.27392568501
14.9,79.1,0.084,0.062,0.137,40048.6692,12,39146.227,39994.39881905933
14.76,79.7,0.087,0.029,0.13,39866.1597,12,39163.656,39796.36850683951
14.5,80.7,0.082,0.033,0.171,39549.80989,12,38002.062,39569.488376923735
14.31,81.5,0.085,0.055,0.148,38850.19011,12,37907.133,38750.316116631
14.18,81.9,0.083,0.062,0.104,38436.5019,12,37675.406,38438.49119440082
14.05,82.3,0.085,0.044,0.126,38187.07224,12,37712.77,38266.026057099014
13.85,82.9,0.086,0.044,0.108,37767.30038,12,37307.918,37833.51545922707
13.69,83.5,0.082,0.059,0.174,37274.52471,12,36421.273,37298.65448968293
13.63,84.0,0.085,0.029,0.126,36653.9924,12,36103.547,36700.96017561304
13.63,84.4,0.083,0.055,0.126,36045.62738,12,35410.89,36054.06161377393
13.69,84.3,0.086,0.04,0.159,35571.10266,12,35032.14,35538.00908385751
13.55,84.3,0.083,0.04,0.122,35041.8251,12,34557.008,35083.852629673434
13.45,84.7,0.084,0.033,0.145,34427.37643,12,33929.586,34396.57651210281
13.44,84.8,0.084,0.048,0.182,33958.93536,12,33469.97,33941.33313051999
13.39,84.8,0.085,0.048,0.13,33551.3308,12,33327.516,33616.52073893451
13.34,84.8,0.085,0.059,0.133,32973.38403,12,32538.826,32968.34804572154
13.31,84.8,0.083,0.048,0.111,32085.1711,12,31516.496,32095.188905210416
13.28,84.9,0.083,0.048,0.13,31263.87833,12,30962.566,31182.156470870912
13.23,85.0,0.082,0.044,0.126,30400.0,12,29700.217,30317.62543239625
13.17,85.2,0.085,0.044,0.148,29718.63118,12,29318.006,29710.107774185995
13.15,85.1,0.085,0.051,0.108,28873.0038,12,28548.182,28852.96615354649
13.21,85.0,0.084,0.044,0.111,27802.28137,12,27749.027,27756.959274207853
13.15,85.0,0.085,0.055,0.145,27133.07985,12,26961.36,27069.385412027892
13.18,85.1,0.085,0.055,0.178,26463.87833,12,26311.867,26400.462108832977
13.17,85.1,0.081,0.051,0.174,25977.18631,12,25458.512,25900.41001390778
13.18,85.4,0.083,0.037,0.148,25423.57414,12,25131.945,25390.233909873532
13.25,85.5,0.082,0.022,0.171,24949.04943,12,24663.559,24922.189842273583
13.29,85.8,0.085,0.048,0.148,24711.78707,12,24531.691,24721.42720178395
13.33,85.8,0.084,0.04,0.122,24371.10266,12,24519.258,24328.30132010777
13.36,85.6,0.083,0.037,0.163,23598.47909,12,23968.322,23629.78240869873
13.36,85.7,0.084,0.033,0.163,23209.12548,12,23582.514,23239.022540847665
13.4,85.6,0.086,0.044,0.137,22813.68821,12,23642.736,22740.34676739975
13.38,85.3,0.081,0.051,0.156,22503.42205,12,22959.764,22503.778571614428
13.31,85.2,0.082,0.022,0.133,22308.74525,12,22734.947,22269.53578350479
13.29,85.2,0.084,0.04,0.145,22187.07224,12,22804.7,22135.688867729266
13.18,84.7,0.083,0.04,0.152,22217.49049,12,22852.87,22217.033852847155
13.13,84.3,0.088,0.026,0.159,22205.32319,12,23422.385,22220.54292995023
13.11,84.2,0.087,0.04,0.152,22065.39924,12,22818.578,22051.200940570707
13.04,84.4,0.083,0.04,0.197,22120.15209,12,22615.969,22031.468210243125
12.97,84.8,0.086,0.018,0.197,22028.89734,12,22794.875,21968.349748561333
12.87,85.0,0.084,0.051,0.156,21749.04943,12,22501.479,21702.483313999786
12.79,85.1,0.081,0.048,0.182,21688.21293,12,22034.758,21696.994560974297
12.74,85.1,0.083,0.033,0.167,21590.87452,12,22039.645,21625.765262619498
12.72,85.4,0.078,0.026,0.148,21365.77947,12,21623.754,21452.952139672914
12.59,85.7,0.088,0.044,0.193,21238.02281,12,21806.965,21171.777540079194
12.49,85.9,0.085,0.051,0.104,21104.18251,12,21923.016,21188.37512132507
12.42,86.1,0.085,0.044,0.171,21311.02662,12,21546.496,21257.682051364816
12.32,86.5,0.087,0.026,0.163,21317.11027,12,21722.586,21264.101582668503
12.32,86.6,0.085,0.033,0.134,21244.10646,12,21691.73,21180.1034511037
12.33,86.6,0.085,0.033,0.126,21122.43346,12,21561.576,21179.77101179786
12.21,86.8,0.085,0.026,0.171,21317.11027,12,21796.844,21255.712128459312
12.17,86.8,0.088,0.051,0.152,21329.27757,12,22109.893,21262.412650602073
12.1,87.0,0.084,0.018,0.215,21061.59696,12,21082.285,20988.975357325773
12.01,86.9,0.08,0.037,0.115,20982.50951,12,21294.553,21012.251769812814
11.9,86.9,0.082,0.044,0.115,21000.76046,12,21444.29,21011.579392373318
11.86,86.9,0.085,0.029,0.148,21037.26236,12,21396.531,21003.34594100724
11.78,87.2,0.078,0.04,0.163,21219.77186,12,21395.232,21178.746840471824
11.7,87.6,0.083,0.022,0.156,21767.30038,12,21978.229,21691.075270364006
11.65,87.7,0.084,0.059,0.145,22777.18631,12,23161.896,22722.308247764722
11.58,87.6,0.087,0.033,0.159,23008.36502,12,23384.145,22938.88319848156
11.51,87.8,0.085,0.037,0.115,23190.87452,12,22847.902,23230.824824480074
11.51,87.9,0.088,0.048,0.197,23288.21293,12,22798.752,23286.06391454857
11.51,87.8,0.085,0.059,0.13,23519.39163,12,23166.092,23513.994375180948
11.45,87.7,0.081,0.055,0.115,23355.13308,12,23508.611,23341.0057922248
11.44,87.5,0.082,0.073,0.126,22752.85171,12,23180.424,22714.45670189368
11.44,87.4,0.081,0.044,0.134,22807.60456,12,22663.46,22716.343984165156
11.34,87.2,0.08,0.059,0.167,23087.45247,12,22569.707,23051.998057024073
11.27,87.2,0.083,0.048,0.167,23050.95057,12,22775.398,23051.822933598414
11.19,87.1,0.079,0.048,0.134,23087.45247,12,23090.379,23053.603574023342
11.06,87.3,0.082,0.026,0.197,22789.35361,12,22649.033,22702.49011001135
11.08,87.2,0.079,0.055,0.174,22789.35361,12,22336.543,22710.325696370066
11.02,87.1,0.078,0.311,0.33,23373.38403,12,23689.373,23352.224238572388
10.91,87.2,0.081,1.541,1.576,24103.42205,12,23961.969,24068.74500220843
10.83,87.2,0.082,4.004,3.972,24869.96198,12,24437.816,24845.01159669775
10.82,87.3,0.079,8.75,8.63,25484.41065,12,25149.287,25522.383956810027
10.78,87.4,0.086,22.45,21.56,25837.26236,12,25890.902,25883.029751452177
10.74,87.3,0.08,48.6,40.93,26396.95817,12,26145.912,26309.41557301087
10.75,87.2,0.083,78.2,59.52,26926.23574,12,26669.746,26977.337658399127
10.78,87.0,0.085,118.8,80.3,27297.3384,12,26870.385,27213.06675962239
10.71,86.7,0.085,139.1,93.5,27954.37262,12,27145.941,27998.165992240374
10.66,86.8,0.088,183.8,104.0,28477.56654,12,28008.625,28452.928886914764
10.6,86.8,0.087,209.0,122.0,28641.8251,12,28256.668,28642.5161195964
10.56,87.0,0.084,182.8,136.7,28946.0076,12,27743.418,28951.78067397538
10.46,86.9,0.088,183.6,142.0,29171.10266,12,28625.902,29197.64138546936
10.38,87.2,0.083,198.5,123.5,30041.06464,12,29195.69,30020.576424246025
10.35,87.3,0.086,276.2,96.8,30387.8327,12,29642.818,30316.655923088252
10.4,87.3,0.083,301.0,70.9,30418.25095,12,29764.26,30319.341406738014
10.56,87.1,0.09,319.4,67.18,30661.59696,12,29540.09,30637.120921435562
10.76,86.6,0.099,339.2,69.24,31136.12167,12,30192.36,31092.10143292244
10.98,86.3,0.098,371.5,68.66,31543.72624,12,30910.26,31528.78148106726
11.18,85.7,0.095,383.4,65.37,31762.73764,12,31190.525,31748.994736787565
11.23,84.6,0.089,394.1,64.13,31981.74905,12,31473.943,31936.26895609874
11.54,84.6,0.083,410.7,64.14,32383.26996,12,31731.426,32403.15419208857
11.75,83.2,0.086,421.8,58.85,32547.52852,12,32127.139,32489.647143633214
11.82,82.1,0.083,432.5,55.95,32316.34981,12,31893.025,32258.624430828764
12.08,82.0,0.086,449.6,56.81,32255.51331,12,31828.783,32161.232098699
12.26,81.2,0.086,464.3,56.29,32492.77567,12,32029.889,32432.245063411585
12.48,81.1,0.083,474.6,53.94,32407.60456,12,31912.264,32393.779848637078
12.82,80.1,0.087,480.9,53.37,32267.68061,12,32061.49,32255.079584310883
13.05,79.0,0.085,480.3,53.85,32285.93156,12,32082.451,32257.078268299174
13.19,78.8,0.084,485.0,53.34,32133.8403,12,31912.828,32121.416414300344
13.37,77.6,0.082,487.4,51.51,31671.48289,12,31629.459,31603.02636369559
13.59,76.7,0.082,488.5,52.6,31488.97338,12,31537.59,31478.678909866474
13.95,75.7,0.083,487.8,50.14,31452.47148,12,31238.201,31486.141991540644
14.29,74.6,0.086,487.8,48.13,31543.72624,12,31500.125,31537.470212390876
14.56,72.7,0.082,482.8,49.28,31190.87452,12,30842.424,31146.841345488618
14.98,71.8,0.081,477.3,50.04,31117.87072,12,30617.621,31120.719057669172
15.3,70.3,0.084,470.3,49.14,31288.21293,12,31345.21,31311.249140906042
15.65,69.86,0.083,459.2,50.58,31647.14829,12,31599.69,31606.549690000964
15.99,69.13,0.085,442.3,50.44,31744.48669,12,31716.69,31699.75508709246
16.36,67.79,0.084,430.5,47.05,31616.73004,12,31381.088,31588.71875889061
16.9,65.95,0.087,421.0,47.17,31561.97719,12,31653.248,31529.532557545062
17.27,64.09,0.087,404.2,47.8,31087.45247,12,31222.598,31103.05155118196
17.63,62.38,0.087,387.9,45.35,30923.19392,12,31054.12,30936.26393482929
18.42,60.11,0.088,375.7,49.52,30904.94297,12,31422.832,30948.636416880887
18.7,57.61,0.083,347.9,51.32,30953.61217,12,31181.898,30954.394098083834
18.46,57.44,0.078,326.3,53.04,30692.01521,12,30852.121,30674.9343817317
18.29,61.78,0.072,300.9,53.47,30521.673,12,31185.188,30577.981560071235
18.11,65.02,0.072,278.2,56.12,30533.8403,12,31083.16,30570.355509319845
17.94,66.72,0.073,257.5,70.5,30515.58935,12,31053.066,30483.432307158033
17.67,67.39,0.072,231.3,99.9,30655.51331,12,30911.408,30661.690171860268
17.59,68.39,0.075,206.6,142.5,31269.96198,12,31456.314,31201.814480779558
17.4,69.93,0.074,181.8,169.7,31531.55894,12,31821.154,31532.6668125317
17.24,71.1,0.074,158.9,175.8,31793.15589,12,31929.732,31755.069636124605
17.04,73.0,0.074,136.6,161.0,32279.84791,12,32250.77,32253.432308526924
16.76,74.1,0.072,113.0,136.8,33247.14829,12,33050.297,33135.78712851726
16.63,75.5,0.072,91.6,112.2,34980.98859,12,34635.33,35000.69287627639
16.49,76.1,0.07,69.17,85.2,37438.78327,12,36951.54,37463.28423751615
16.37,77.0,0.072,49.99,61.55,39628.89734,12,39094.63,39648.897402732895
16.15,78.0,0.073,19.95,20.42,40498.85932,12,39982.51,40439.27327954982
15.99,79.2,0.076,10.65,10.77,40553.61217,12,40135.42,40441.64751545981
15.82,79.9,0.073,5.182,5.296,40857.79468,12,40679.414,40745.09552261996
15.3,80.0,0.079,2.785,2.852,40863.87833,12,40098.895,40749.192399716776
14.17,81.5,0.078,0.765,0.794,40705.70342,12,39853.918,40631.21428098214
13.67,82.2,0.076,0.132,0.13,40584.03042,12,39826.105,40405.81381462621
13.45,83.1,0.075,0.073,0.119,40346.76806,12,39901.953,40304.58081659236
13.33,83.1,0.075,0.026,0.167,40322.43346,12,39320.414,40310.99933933581
12.98,83.3,0.073,0.062,0.115,40395.43726,12,39737.344,40303.545297207376
12.71,83.6,0.073,0.066,0.074,40504.94297,12,40003.133,40380.90318594363
12.53,84.8,0.075,0.073,0.093,40279.84791,12,39384.117,40118.45284596207
12.41,84.8,0.078,0.04,0.115,40139.92395,12,38833.36,39980.01193514993
12.33,85.3,0.073,0.029,0.13,39866.1597,12,38943.375,39781.386639394426
12.34,86.7,0.073,0.037,0.119,39695.81749,12,38399.38,39585.39638769414
12.3,86.0,0.073,0.051,0.122,39361.21673,12,38233.92,39251.71678036878
12.21,86.0,0.078,0.037,0.156,39622.81369,12,38116.96,39622.0939778936
12.18,86.3,0.074,0.048,0.111,39853.9924,12,38907.855,39770.281621078524
12.24,86.3,0.076,0.04,0.126,39628.89734,12,38367.977,39625.96798336326
12.12,86.4,0.075,0.048,0.067,39269.96198,12,38573.777,39243.49941176296
12.18,87.2,0.074,0.044,0.115,38485.1711,12,37202.17,38385.969220661354
12.36,87.0,0.073,0.081,0.119,38156.65399,12,36982.0,38068.82819610104
12.32,86.9,0.074,0.051,0.13,38107.98479,12,36949.688,38071.31591720668
12.39,87.9,0.075,0.066,0.156,37803.80228,12,36040.715,37796.88049512832
12.43,87.0,0.071,0.051,0.108,37457.03422,12,36145.6,37473.30064473552
12.56,87.5,0.072,0.04,0.156,36891.25475,12,35563.14,36872.350448906276
12.82,87.6,0.075,0.037,0.13,36337.64259,12,35300.4,36409.07469440605
13.18,88.1,0.074,0.029,0.145,35759.69582,12,34594.9,35798.32656644698
13.28,87.1,0.073,0.037,0.13,35273.0038,12,34222.605,35290.63003209015
13.66,87.1,0.075,0.066,0.1,34676.80608,12,34003.09,34712.1791142122
13.9,86.0,0.076,0.048,0.163,33940.68441,12,33319.72,33936.79410728011
14.24,85.3,0.074,0.044,0.13,32979.46768,12,32855.695,32966.58639267477
14.49,84.6,0.073,0.051,0.126,31902.6616,12,31570.203,31869.67923870148
14.52,84.5,0.074,0.073,0.148,31276.04563,12,30838.04,31179.80814085348
14.41,84.7,0.077,0.018,0.204,30126.23574,12,29488.453,30102.585864282908
14.3,84.6,0.074,0.07,0.133,29475.28517,12,29266.291,29457.082473382798
14.19,84.9,0.078,0.048,0.167,28818.25095,12,28407.982,28726.728308120764
14.29,85.4,0.076,0.059,0.115,28088.21293,12,27918.31,28116.46656864258
14.35,85.2,0.074,0.048,0.193,27552.85171,12,27644.918,27593.666231149393
14.2,85.3,0.075,0.07,0.104,26987.07224,12,27306.297,26940.431200944262
14.28,85.2,0.076,0.062,0.156,26476.04563,12,26580.285,26402.96002044996
14.25,84.6,0.075,0.048,0.141,25873.76426,12,26133.629,25831.887080812798
14.28,84.0,0.073,0.033,0.182,25417.49049,12,25642.729,25394.395245094194
14.38,83.2,0.076,0.062,0.163,24736.12167,12,25172.346,24729.48913118927
14.42,83.0,0.076,0.048,0.156,23993.91635,12,24241.24,23904.422939247637
14.49,82.4,0.074,0.04,0.148,23349.04943,12,23979.01,23361.978579605857
14.51,81.6,0.073,0.059,0.156,22886.69202,12,23603.693,22749.785932587278
14.54,80.7,0.075,0.048,0.137,22180.98859,12,23119.246,22139.860316273458
14.46,80.8,0.075,0.055,0.167,21876.80608,12,22675.215,21898.032777047047
14.45,80.1,0.075,0.048,0.174,22034.98099,12,22774.225,21985.022016781797
14.44,79.3,0.074,0.04,0.148,22174.90494,12,23130.504,22141.604099621254
14.44,78.6,0.072,0.073,0.13,22047.14829,12,23253.283,22056.826750837816
14.35,78.0,0.073,0.051,0.163,21724.71483,12,23006.918,21714.28482732753
14.21,78.0,0.074,0.066,0.152,21767.30038,12,22914.656,21709.082375852187
14.15,78.0,0.074,0.062,0.163,21663.87833,12,22934.822,21636.08679356776
14.21,77.7,0.077,0.022,0.208,21560.45627,12,22304.986,21495.9830638377
14.22,77.6,0.075,0.044,0.167,21450.95057,12,22570.822,21468.240756864434
14.31,77.5,0.072,0.066,0.13,21414.44867,12,22781.598,21474.84907446376
14.33,78.0,0.073,0.044,0.108,21225.85551,12,22697.754,21210.475069239492
14.27,78.2,0.072,0.044,0.119,21171.10266,12,22457.543,21211.97219314414
14.26,78.2,0.076,0.055,0.137,21238.02281,12,22517.256,21208.011315268235
14.16,78.3,0.076,0.062,0.122,21335.36122,12,22587.19,21286.343623501678
14.17,78.3,0.073,0.055,0.148,21341.44487,12,22598.768,21280.80339601489
14.3,77.0,0.073,0.055,0.122,21231.93916,12,22638.51,21209.19912783519
14.43,75.4,0.075,0.055,0.148,21329.27757,12,22199.701,21290.013782446513
14.52,74.3,0.071,0.051,0.148,21201.52091,12,22214.033,21206.585788510874
14.53,73.7,0.073,0.055,0.148,21341.44487,12,22305.85,21285.340893297747
14.51,73.9,0.075,0.055,0.148,21396.19772,12,22255.785,21465.132190178934
14.42,73.9,0.076,0.066,0.148,21158.93536,12,21932.857,21203.999230009325
14.35,74.1,0.076,0.088,0.07,21499.61977,12,23026.182,21528.921822116987
14.47,73.1,0.074,0.029,0.156,21688.21293,12,22701.67,21711.786490876755
14.41,73.1,0.079,0.037,0.141,21627.37643,12,22100.135,21641.408241183693
14.28,73.8,0.077,0.051,0.197,21742.96578,12,22484.373,21700.08073999593
14.17,74.1,0.074,0.059,0.204,22107.98479,12,22923.621,22034.844095080123
14.16,74.2,0.075,0.073,0.108,23057.03422,12,23995.643,23067.26157450941
